Gender,Height,Weight
Male,1.7,84.86
Male,1.72,88.23
Male,1.75,87.74
Male,1.76,85.23
Male,1.66,80.87
Male,1.82,79.08
Male,1.71,80.05
Male,1.84,96.78
Male,1.83,87.46
Male,1.81,88.18
Male,1.76,78.6
Male,1.8,85.6
Male,1.66,65.05
Male,1.59,62.29
Male,1.73,83.2
Male,1.68,82.95
Male,1.75,86.87
Male,1.81,89.83
Male,1.72,78.85
Male,1.66,76.04
Male,1.81,94.85
Male,1.84,92.79
Male,1.8,90.7
Male,1.78,87.25
Male,1.83,91.13
Male,1.78,91.42
Male,1.78,85.12
Male,1.76,83.66
Male,1.74,87.01
Male,1.85,88.11
Male,1.78,94.25
Male,1.87,99.2
Male,1.78,90.77
Male,1.86,101.33
Male,1.74,83.53
Male,1.78,95.24
Male,1.74,89.09
Male,1.64,72.65
Male,1.65,72.21
Male,1.77,86.01
Male,1.77,90.39
Male,1.78,82.25
Male,1.71,81.05
Male,1.79,85.79
Male,1.73,82.17
Male,1.76,81.2
Male,1.73,78.56
Male,1.7,87.87
Male,1.79,88.41
Male,1.76,86.16
Male,1.78,85.42
Male,1.75,85.62
Male,1.66,70.37
Male,1.71,78.01
Male,1.65,70.05
Male,1.76,86.7
Male,1.75,82.64
Male,1.66,79.79
Male,1.67,76.05
Male,1.72,70.84
Male,1.65,66.66
Male,1.68,70.98
Male,1.81,87.87
Male,1.79,97.74
Male,1.73,81.38
Male,1.84,92.19
Male,1.9,105.33
Male,1.88,94.22
Male,1.78,83.59
Male,1.74,78.25
Male,1.66,71.15
Male,1.71,84.3
Male,1.67,79.5
Male,1.88,98.59
Male,1.74,87.87
Male,1.82,81.39
Male,1.76,79.48
Male,1.66,77.48
Male,1.7,80.21
Male,1.82,93.39
Male,1.73,77.88
Male,1.78,84.24
Male,1.95,96.04
Male,1.62,75.29
Male,1.61,78.03
Male,1.71,71.83
Male,1.75,82.46
Male,1.79,98.07
Male,1.78,80.14
Male,1.73,84.46
Male,1.65,79.24
Male,1.64,61.64
Male,1.74,86.6
Male,1.67,74.43
Male,1.83,94.44
Male,1.69,78.91
Male,1.73,83.83
Male,1.85,99.14
Male,1.73,79.39
Male,1.74,84.81
Male,1.66,72.55
Male,1.81,93.31
Male,1.88,99.36
Male,1.67,74.95
Male,1.86,89.2
Male,1.8,85.88
Male,1.67,77.09
Male,1.77,82.95
Male,1.91,103.16
Male,1.83,92.55
Male,1.87,97.22
Male,1.66,80.94
Male,1.72,80.82
Male,1.73,81.3
Male,1.69,83.09
Male,1.86,94.73
Male,1.78,87.13
Male,1.85,96.93
Male,1.75,79.63
Male,1.76,83.06
Male,1.58,69.31
Male,1.73,82.9
Male,1.67,77.67
Male,1.79,84.18
Male,1.84,92.82
Male,1.81,86.57
Male,1.73,88.34
Male,1.85,91.71
Male,1.72,82.72
Male,1.74,85.3
Male,1.69,77.88
Male,1.73,78.45
Male,1.83,95.73
Male,1.82,91.08
Male,1.81,95.28
Male,1.68,79.67
Male,1.8,84.64
Male,1.81,93.51
Male,1.77,84.67
Male,1.66,79.64
Male,1.74,86.68
Male,1.84,95.92
Male,1.61,64.49
Male,1.8,93.37
Male,1.67,74.0
Male,1.66,68.89
Male,1.65,64.74
Male,1.78,84.57
Male,1.71,77.11
Male,1.61,74.62
Male,1.79,81.78
Male,1.82,87.58
Male,1.7,80.02
Male,1.62,72.6
Male,1.72,81.84
Male,1.66,84.07
Male,1.82,93.06
Male,1.83,93.54
Male,1.84,95.34
Male,1.86,97.84
Male,1.78,82.37
Male,1.64,73.43
Male,1.79,89.67
Male,1.74,81.45
Male,1.72,84.42
Male,1.84,87.24
Male,1.71,81.29
Male,1.93,107.76
Male,1.62,69.24
Male,1.75,89.05
Male,1.65,78.26
Male,1.83,91.78
Male,1.7,87.92
Male,1.79,84.79
Male,1.71,81.52
Male,1.67,76.03
Male,1.87,105.56
Male,1.73,77.89
Male,1.67,81.64
Male,1.67,74.2
Male,1.82,86.63
Male,1.87,93.2
Male,1.63,66.85
Male,1.73,90.54
Male,1.89,99.96
Male,1.77,93.57
Male,1.81,94.9
Male,1.86,103.67
Male,1.83,93.16
Male,1.62,76.13
Male,1.84,87.78
Male,1.79,85.48
Male,1.8,97.51
Male,1.83,89.99
Male,1.73,80.81
Male,1.75,85.99
Male,1.68,81.74
Male,1.66,68.01
Male,1.74,82.05
Male,1.67,77.16
Male,1.75,81.11
Male,1.74,82.27
Male,1.76,88.15
Male,1.79,92.2
Male,1.85,99.38
Male,1.76,82.51
Male,1.74,84.36
Male,1.82,91.48
Male,1.75,79.58
Male,1.85,85.45
Male,1.81,98.6
Male,1.79,95.97
Male,1.8,89.39
Male,1.74,84.69
Male,1.57,63.51
Male,1.75,85.07
Male,1.87,93.15
Male,1.69,81.29
Male,1.79,94.57
Male,1.84,96.06
Male,1.87,103.62
Male,1.73,77.47
Male,1.74,84.46
Male,1.88,104.03
Male,1.69,80.23
Male,1.89,109.29
Male,1.72,78.32
Male,1.63,70.46
Male,1.69,77.28
Male,1.76,88.34
Male,1.78,86.22
Male,1.89,103.02
Male,1.74,79.66
Male,1.77,84.83
Male,1.7,83.04
Male,1.81,88.42
Male,1.7,75.88
Male,1.86,94.61
Male,1.69,77.09
Male,1.72,74.54
Male,1.79,88.89
Male,1.81,93.27
Male,1.84,96.19
Male,1.75,87.92
Male,1.71,74.91
Male,1.78,86.11
Male,1.74,85.79
Male,1.73,77.08
Male,1.93,101.67
Male,1.83,95.72
Male,1.74,84.16
Male,1.84,94.48
Male,1.72,75.46
Male,1.78,79.07
Male,1.83,98.07
Male,1.77,85.21
Male,1.8,91.05
Male,1.8,82.36
Male,1.73,85.9
Male,1.86,92.31
Male,1.91,99.12
Male,1.84,93.09
Male,1.68,80.05
Male,1.57,70.96
Male,1.83,90.64
Male,1.59,67.55
Male,1.73,84.64
Male,1.77,91.39
Male,1.6,68.34
Male,1.81,89.57
Male,1.71,85.14
Male,1.72,87.18
Male,1.76,79.51
Male,1.75,91.53
Male,1.7,92.3
Male,1.71,84.98
Male,1.72,79.11
Male,1.74,81.55
Male,1.82,89.82
Male,1.86,95.5
Male,1.76,76.88
Male,1.82,99.94
Male,1.67,77.75
Male,1.85,94.52
Male,1.71,80.77
Male,1.8,87.25
Male,1.78,85.74
Male,1.67,80.84
Male,1.8,83.68
Male,1.82,89.76
Male,1.78,83.84
Male,1.71,79.78
Male,1.65,63.74
Male,1.75,85.08
Male,1.8,83.66
Male,1.8,86.55
Male,1.73,80.3
Male,1.77,84.5
Male,1.61,72.8
Male,1.69,74.42
Male,1.8,87.04
Male,1.71,82.27
Male,1.79,102.42
Male,1.76,89.02
Male,1.75,84.83
Male,1.81,89.19
Male,1.91,99.39
Male,1.74,79.04
Male,1.7,71.99
Male,1.79,84.35
Male,1.7,72.47
Male,1.72,81.14
Male,1.85,91.26
Male,1.84,79.45
Male,1.79,86.1
Male,1.74,86.35
Male,1.73,87.35
Male,1.61,61.99
Male,1.62,73.29
Male,1.77,88.6
Male,1.76,88.26
Male,1.8,80.99
Male,1.79,88.97
Male,1.76,81.36
Male,1.75,85.11
Male,1.84,92.85
Male,1.74,88.27
Male,1.82,89.21
Male,1.85,90.95
Male,1.75,84.56
Male,1.79,90.89
Male,1.79,95.12
Male,1.55,57.07
Male,1.8,92.8
Male,1.72,87.26
Male,1.84,101.88
Male,1.78,90.13
Male,1.66,73.81
Male,1.76,84.97
Male,1.79,85.62
Male,1.76,90.99
Male,1.75,88.12
Male,1.67,85.42
Male,1.78,79.85
Male,1.89,99.11
Male,1.87,101.24
Male,1.75,81.87
Male,1.76,86.82
Male,1.83,95.48
Male,1.76,89.07
Male,1.76,93.48
Male,1.64,75.95
Male,1.77,85.06
Male,1.83,92.11
Male,1.81,93.23
Male,1.75,84.69
Male,1.79,94.15
Male,1.82,91.45
Male,1.83,92.04
Male,1.63,69.8
Male,1.73,73.71
Male,1.81,87.53
Male,1.73,84.51
Male,1.73,81.31
Male,1.68,72.13
Male,1.64,80.39
Male,1.64,73.32
Male,1.71,72.01
Male,1.83,83.77
Male,1.73,75.88
Male,1.77,84.78
Male,1.82,89.0
Male,1.73,78.34
Male,1.74,93.39
Male,1.76,87.14
Male,1.6,63.19
Male,1.62,76.69
Male,1.82,85.81
Male,1.79,91.45
Male,1.79,88.04
Male,1.74,76.27
Male,1.8,84.36
Male,1.81,93.66
Male,1.78,84.42
Male,1.55,63.57
Male,1.82,90.69
Male,1.81,89.48
Male,1.81,94.15
Male,1.79,82.94
Male,1.84,98.0
Male,1.72,76.08
Male,1.72,81.67
Male,1.82,86.37
Male,1.85,89.13
Male,1.79,85.54
Male,1.86,98.54
Male,1.79,89.44
Male,1.74,80.15
Male,1.59,65.53
Male,1.76,99.29
Male,1.83,92.46
Male,1.83,93.41
Male,1.85,92.7
Male,1.72,80.89
Male,1.78,90.77
Male,1.74,78.82
Male,1.82,92.08
Male,1.66,66.19
Male,1.65,75.36
Male,1.74,90.86
Male,1.92,100.78
Male,1.79,98.72
Male,1.8,88.56
Male,1.71,80.82
Male,1.71,84.53
Male,1.84,92.69
Male,1.72,77.9
Male,1.82,90.78
Male,1.55,69.1
Male,1.73,82.31
Male,1.74,79.85
Male,1.72,84.25
Male,1.84,93.75
Male,1.76,85.0
Male,1.77,90.83
Male,1.7,81.94
Male,1.73,85.18
Male,1.88,93.2
Male,1.79,90.33
Male,1.74,85.24
Male,1.91,113.54
Male,1.68,83.52
Male,1.72,84.9
Male,1.53,60.3
Male,1.8,87.89
Male,1.65,75.22
Male,1.68,81.91
Male,1.75,87.01
Male,1.71,84.27
Male,1.76,94.88
Male,1.77,83.31
Male,1.73,92.18
Male,1.8,86.64
Male,1.73,86.62
Male,1.67,77.21
Male,1.79,88.53
Male,1.75,89.23
Male,1.72,75.28
Male,1.62,71.45
Male,1.77,91.39
Male,1.77,85.38
Male,1.78,83.49
Male,1.73,74.25
Male,1.83,93.95
Male,1.86,95.76
Male,1.88,93.73
Male,1.7,77.81
Male,1.67,75.58
Male,1.62,71.4
Male,1.72,86.14
Male,1.73,82.89
Male,1.69,74.72
Male,1.76,91.15
Male,1.67,79.06
Male,1.74,88.21
Male,1.92,96.17
Male,1.72,84.95
Male,1.72,79.65
Male,1.69,73.77
Male,1.65,73.89
Male,1.76,81.88
Male,1.73,83.92
Male,1.71,77.34
Male,1.77,86.3
Male,1.84,94.95
Male,1.71,82.84
Male,1.78,89.12
Male,1.82,97.92
Male,1.65,76.84
Male,1.53,66.66
Male,1.81,87.35
Male,1.75,91.96
Male,1.87,95.92
Male,1.74,82.07
Male,1.89,95.27
Male,1.71,79.21
Male,1.74,85.82
Male,1.77,85.34
Male,1.75,69.61
Male,1.69,81.24
Male,1.75,84.38
Male,1.71,80.77
Male,1.65,74.52
Male,1.81,96.43
Male,1.75,79.22
Male,1.78,89.1
Male,1.88,98.37
Male,1.75,83.27
Male,1.75,88.5
Male,1.73,75.44
Male,1.67,81.18
Male,1.64,71.18
Male,1.79,87.05
Male,1.81,90.0
Male,1.8,83.1
Male,1.66,71.95
Male,1.77,84.64
Male,1.78,89.88
Male,1.74,83.76
Male,1.76,75.41
Male,1.79,86.05
Male,1.76,90.42
Male,1.77,86.86
Male,1.71,82.35
Male,1.64,75.6
Male,1.7,87.1
Male,1.78,90.79
Male,1.69,77.43
Male,1.56,61.99
Male,1.73,88.08
Male,1.76,99.03
Male,1.78,88.84
Male,1.78,82.41
Male,1.75,82.01
Male,1.8,93.24
Male,1.75,83.19
Male,1.74,83.47
Male,1.78,87.09
Male,1.83,87.9
Male,1.82,91.04
Male,1.74,80.92
Male,1.69,74.29
Male,1.75,93.9
Male,1.75,84.16
Male,1.84,97.02
Male,1.66,78.23
Male,1.79,95.62
Male,1.83,95.16
Male,1.8,97.64
Male,1.77,87.07
Male,1.76,90.82
Male,1.84,90.61
Male,1.67,86.89
Male,1.67,76.08
Male,1.79,92.93
Male,1.66,75.92
Male,1.78,97.07
Male,1.63,66.77
Male,1.7,80.82
Male,1.88,109.25
Male,1.75,95.76
Male,1.78,89.13
Male,1.71,77.33
Male,1.89,96.93
Male,1.78,81.76
Male,1.75,81.62
Male,1.72,80.88
Male,1.8,91.35
Male,1.79,86.37
Male,1.76,86.98
Male,1.8,88.09
Male,1.63,72.41
Male,1.79,91.54
Male,1.77,84.22
Male,1.74,82.7
Male,1.7,80.56
Male,1.7,81.8
Male,1.77,83.38
Male,1.69,71.54
Male,1.79,93.11
Male,1.63,74.38
Male,1.65,65.57
Male,1.73,80.69
Male,1.83,94.21
Male,1.75,83.69
Male,1.8,85.61
Male,1.8,87.75
Male,1.82,94.66
Male,1.67,73.61
Male,1.74,87.75
Male,1.78,82.74
Male,1.7,75.48
Male,1.84,92.08
Male,1.8,88.31
Male,1.74,77.7
Male,1.82,91.29
Male,1.75,87.25
Male,1.76,88.2
Male,1.78,90.49
Male,1.74,84.43
Male,1.69,81.99
Male,1.79,96.83
Male,1.84,91.59
Male,1.79,86.05
Male,1.65,71.49
Male,1.73,80.29
Male,1.78,93.93
Male,1.87,94.74
Male,1.62,71.11
Male,1.58,58.65
Male,1.83,91.67
Male,1.89,100.81
Male,1.78,98.41
Male,1.83,91.57
Male,1.73,79.45
Male,1.73,84.39
Male,1.81,85.71
Male,1.85,99.35
Male,1.77,87.52
Male,1.72,85.38
Male,1.71,81.69
Male,1.61,68.43
Male,1.66,79.35
Male,1.76,87.53
Male,1.75,84.72
Male,1.76,85.32
Male,1.75,78.19
Male,1.71,88.52
Male,1.66,69.08
Male,1.77,79.0
Male,1.65,71.21
Male,1.75,87.1
Male,1.7,82.56
Male,1.7,76.16
Male,1.71,86.1
Male,1.79,88.09
Male,1.66,79.9
Male,1.7,72.26
Male,1.7,78.71
Male,1.83,93.24
Male,1.63,73.96
Male,1.57,67.07
Male,1.8,91.68
Male,1.7,75.71
Male,1.76,76.44
Male,1.71,85.63
Male,1.82,96.09
Male,1.83,92.49
Male,1.87,98.16
Male,1.63,73.4
Male,1.8,88.46
Male,1.79,92.29
Male,1.71,77.74
Male,1.76,84.88
Male,1.75,86.08
Male,1.8,90.93
Male,1.69,71.44
Male,1.72,78.76
Male,1.74,83.24
Male,1.77,87.64
Male,1.77,85.66
Male,1.69,79.84
Male,1.85,99.4
Male,1.82,86.18
Male,1.82,89.85
Male,1.64,74.88
Male,1.77,84.54
Male,1.78,85.15
Male,1.7,71.42
Male,1.78,84.25
Male,1.66,71.69
Male,1.64,62.64
Male,1.73,82.28
Male,1.78,80.46
Male,1.74,86.91
Male,1.71,82.96
Male,1.83,87.61
Male,1.83,82.23
Male,1.74,80.97
Male,1.74,84.97
Male,1.72,87.52
Male,1.77,85.92
Male,1.83,88.39
Male,1.81,89.35
Male,1.77,79.56
Male,1.76,89.03
Male,1.71,84.87
Male,1.83,90.28
Male,1.77,93.45
Male,1.72,83.56
Male,1.65,72.16
Male,1.75,81.97
Male,1.76,87.43
Male,1.6,73.8
Male,1.77,89.64
Male,1.78,88.52
Male,1.65,66.12
Male,1.94,112.21
Male,1.69,75.3
Male,1.74,81.39
Male,1.82,90.59
Male,1.71,90.06
Male,1.78,88.99
Male,1.85,93.62
Male,1.79,86.35
Male,1.64,74.68
Male,1.74,86.0
Male,1.71,81.45
Male,1.77,85.71
Male,1.7,81.44
Male,1.76,92.8
Male,1.79,86.56
Male,1.59,69.8
Male,1.81,95.33
Male,1.65,76.48
Male,1.77,93.71
Male,1.87,96.05
Male,1.73,80.45
Male,1.81,87.5
Male,1.73,80.79
Male,1.72,72.16
Male,1.73,77.36
Male,1.85,93.28
Male,1.78,83.13
Male,1.73,85.37
Male,1.75,87.27
Male,1.72,84.39
Male,1.8,83.7
Male,1.87,95.84
Male,1.6,66.09
Male,1.66,73.18
Male,1.85,95.79
Male,1.75,82.35
Male,1.71,73.7
Male,1.56,63.42
Male,1.86,96.28
Male,1.66,71.53
Male,1.83,100.13
Male,1.8,84.11
Male,1.72,82.51
Male,1.74,82.86
Male,1.79,95.93
Male,1.79,89.49
Male,1.72,82.84
Male,1.84,92.27
Male,1.79,87.65
Male,1.8,96.21
Male,1.77,84.53
Male,1.67,84.49
Male,1.79,78.95
Male,1.77,81.97
Male,1.73,83.16
Male,1.84,90.29
Male,1.8,89.16
Male,1.99,115.16
Male,1.7,71.16
Male,1.76,89.61
Male,1.72,79.95
Male,1.83,92.82
Male,1.72,80.64
Male,1.82,90.99
Male,1.68,77.22
Male,1.72,83.96
Male,1.7,77.8
Male,1.77,79.91
Male,1.65,70.93
Male,1.71,76.4
Male,1.77,92.18
Male,1.86,100.8
Male,1.68,74.19
Male,1.78,81.86
Male,1.82,85.74
Male,1.86,100.09
Male,1.88,103.54
Male,1.71,74.07
Male,1.82,88.04
Male,1.81,95.38
Male,1.73,82.11
Male,1.64,70.71
Male,1.9,96.77
Male,1.72,73.92
Male,1.76,84.33
Male,1.8,89.22
Male,1.76,86.88
Male,1.76,78.16
Male,1.75,86.53
Male,1.7,79.0
Male,1.78,88.33
Male,1.76,87.17
Male,1.82,89.13
Male,1.88,97.22
Male,1.69,79.26
Male,1.57,63.87
Male,1.71,75.57
Male,1.6,71.81
Male,1.83,92.01
Male,1.9,95.78
Male,1.79,84.26
Male,1.67,81.42
Male,1.85,90.95
Male,1.72,74.65
Male,1.54,56.08
Male,1.62,69.2
Male,1.62,72.86
Male,1.84,94.07
Male,1.79,91.1
Male,1.74,87.97
Male,1.69,76.33
Male,1.69,78.35
Male,1.79,82.87
Male,1.72,84.05
Male,1.77,89.12
Male,1.68,76.6
Male,1.74,83.28
Male,1.81,89.84
Male,1.72,80.4
Male,1.7,78.5
Male,1.68,84.34
Male,1.78,82.81
Male,1.73,77.98
Male,1.78,83.63
Male,1.76,78.86
Male,1.77,92.29
Male,1.73,77.17
Male,1.77,82.35
Male,1.77,81.72
Male,1.77,88.86
Male,1.81,87.47
Male,1.66,72.07
Male,1.71,85.83
Male,1.77,87.05
Male,1.75,85.2
Male,1.78,85.69
Male,1.73,90.72
Male,1.75,85.14
Male,1.66,73.37
Male,1.78,84.22
Male,1.84,96.05
Male,1.85,84.45
Male,1.76,83.61
Male,1.78,93.37
Male,1.72,81.15
Male,1.81,88.17
Male,1.65,80.61
Male,1.84,90.34
Male,1.67,67.31
Male,1.84,92.1
Male,1.61,71.12
Male,1.84,95.01
Male,1.74,87.33
Male,1.72,79.95
Male,1.71,75.66
Male,1.63,66.16
Male,1.77,85.06
Male,1.78,91.57
Male,1.7,73.28
Male,1.73,76.68
Male,1.69,83.33
Male,1.81,89.75
Male,1.81,95.79
Male,1.76,88.97
Male,1.8,90.63
Male,1.73,81.15
Male,1.75,77.35
Male,1.59,68.36
Male,1.66,76.34
Male,1.81,83.62
Male,1.75,90.0
Male,1.68,80.1
Male,1.81,93.33
Male,1.65,75.64
Male,1.73,89.57
Male,1.59,75.34
Male,1.64,71.01
Male,1.76,81.01
Male,1.68,84.96
Male,1.78,82.96
Male,1.8,83.34
Male,1.77,80.97
Male,1.75,88.64
Male,1.73,85.14
Male,1.76,86.5
Male,1.76,79.1
Male,1.72,78.89
Male,1.72,80.34
Male,1.84,85.81
Male,1.69,81.78
Male,1.71,84.17
Male,1.82,93.41
Male,1.67,78.38
Male,1.73,84.68
Male,1.87,101.28
Male,1.73,82.68
Male,1.71,85.47
Male,1.83,96.65
Male,1.79,90.71
Male,1.73,82.46
Male,1.82,87.58
Male,1.74,83.7
Male,1.77,89.52
Male,1.78,89.19
Male,1.77,83.49
Male,1.77,80.28
Male,1.66,86.16
Male,1.74,81.02
Male,1.71,78.23
Male,1.82,91.12
Male,1.71,79.22
Male,1.82,91.06
Male,1.77,82.53
Male,1.71,77.25
Male,1.79,84.74
Male,1.8,90.88
Male,1.73,76.17
Male,1.77,86.96
Male,1.8,83.77
Male,1.77,83.84
Male,1.73,75.55
Male,1.84,94.16
Male,1.92,104.77
Male,1.74,82.32
Male,1.82,87.74
Male,1.75,80.45
Male,1.77,86.31
Male,1.84,103.51
Male,1.79,87.53
Male,1.83,92.1
Male,1.64,78.74
Male,1.73,75.83
Male,1.71,74.78
Male,1.78,84.78
Male,1.74,83.58
Male,1.69,79.97
Male,1.85,87.58
Male,1.73,91.06
Male,1.71,82.5
Male,1.82,91.38
Male,1.78,81.54
Male,1.89,103.34
Male,1.81,95.57
Male,1.63,70.05
Male,1.67,73.94
Male,1.72,88.84
Male,1.63,69.29
Male,1.84,90.14
Male,1.71,75.97
Male,1.69,80.42
Male,1.76,90.05
Male,1.84,85.78
Male,1.79,88.87
Male,1.82,97.43
Male,1.81,93.36
Male,1.69,77.14
Male,1.86,99.23
Male,1.82,94.86
Male,1.75,78.14
Male,1.9,107.76
Male,1.61,74.64
Male,1.8,86.43
Male,1.76,82.44
Male,1.71,77.78
Male,1.78,86.23
Male,1.87,100.94
Male,1.66,83.66
Male,1.74,86.82
Male,1.76,84.21
Male,1.79,95.34
Male,1.88,91.82
Male,1.71,65.44
Male,1.85,84.92
Male,1.83,98.66
Male,1.75,82.96
Male,1.69,79.47
Male,1.8,82.55
Male,1.8,92.19
Male,1.78,85.39
Male,1.7,74.64
Male,1.68,69.43
Male,1.8,99.7
Male,1.8,84.32
Male,1.75,86.91
Male,1.77,89.24
Male,1.71,83.25
Male,1.71,80.26
Male,1.7,80.44
Male,1.81,85.26
Male,1.59,66.25
Male,1.77,82.92
Male,1.78,78.84
Male,1.81,88.17
Male,1.7,78.72
Male,1.65,68.7
Male,1.78,89.85
Male,1.68,91.68
Male,1.86,93.25
Male,1.76,84.03
Male,1.82,89.53
Male,1.72,76.62
Male,1.79,91.48
Male,1.87,91.77
Male,1.93,104.53
Male,1.81,97.2
Male,1.73,87.16
Male,1.7,82.02
Male,1.78,84.63
Male,1.66,77.99
Male,1.82,92.18
Male,1.82,92.33
Male,1.66,73.01
Male,1.77,84.87
Male,1.89,99.66
Male,1.67,79.27
Male,1.85,95.14
Male,1.79,93.7
Male,1.68,81.02
Male,1.68,75.53
Male,1.56,67.98
Male,1.88,97.16
Male,1.83,96.93
Male,1.88,92.7
Male,1.82,94.36
Male,1.76,93.82
Male,1.67,73.07
Male,1.83,90.85
Male,1.69,76.11
Male,1.71,83.51
Male,1.82,93.33
Male,1.65,78.88
Male,1.78,80.11
Male,1.61,72.2
Male,1.73,78.59
Male,1.75,88.51
Male,1.82,96.66
Male,1.76,83.76
Male,1.8,93.16
Male,1.68,86.76
Male,1.8,94.01
Male,1.68,76.77
Male,1.69,79.4
Male,1.65,74.43
Male,1.74,90.49
Male,1.75,80.83
Male,1.84,87.76
Male,1.83,95.67
Male,1.74,83.75
Male,1.78,94.38
Male,1.84,97.65
Male,1.79,89.75
Male,1.78,89.36
Male,1.77,86.25
Male,1.72,77.06
Male,1.69,74.07
Male,1.68,76.32
Male,1.82,86.34
Male,1.94,96.95
Male,1.62,71.98
Male,1.76,80.65
Male,1.85,95.48
Male,1.7,79.42
Male,1.76,84.76
Male,1.71,74.48
Male,1.75,84.38
Male,1.81,88.97
Male,1.71,79.09
Male,1.7,80.25
Male,1.88,102.03
Male,1.75,96.68
Male,1.78,88.56
Male,1.64,77.74
Male,1.61,69.91
Male,1.68,81.54
Male,1.75,90.62
Male,1.65,69.7
Male,1.77,83.97
Male,1.66,77.63
Male,1.66,73.35
Male,1.69,84.37
Male,1.84,101.94
Male,1.62,70.5
Male,1.74,84.16
Male,1.75,86.8
Male,1.75,77.98
Male,1.66,80.25
Male,1.82,88.19
Male,1.84,103.76
Male,1.77,79.58
Male,1.74,92.02
Male,1.72,80.12
Male,1.83,96.65
Male,1.77,80.38
Male,1.77,96.12
Male,1.8,88.8
Male,1.75,87.04
Male,1.75,75.94
Male,1.86,95.35
Male,1.78,96.92
Male,1.72,77.67
Male,1.78,96.04
Male,1.72,85.56
Male,1.71,84.82
Male,1.74,87.33
Male,1.73,87.75
Male,1.69,80.88
Male,1.82,80.71
Male,1.77,76.51
Male,1.73,82.65
Male,1.78,89.77
Male,1.7,85.84
Male,1.84,95.57
Male,1.76,89.18
Male,1.76,82.61
Male,1.78,78.43
Male,1.78,88.09
Male,1.9,103.28
Male,1.7,74.49
Male,1.79,86.55
Male,1.66,75.96
Male,1.69,84.23
Male,1.77,82.2
Male,1.83,96.22
Male,1.77,82.17
Male,1.83,87.03
Male,1.85,93.76
Male,1.85,89.96
Male,1.69,75.04
Male,1.71,79.1
Male,1.89,106.51
Male,1.78,84.71
Male,1.79,89.15
Male,1.86,101.77
Male,1.72,77.32
Male,1.69,76.19
Male,1.72,86.52
Male,1.59,59.99
Male,1.75,86.28
Male,1.72,78.31
Male,1.73,80.57
Male,1.84,96.67
Male,1.96,114.04
Male,1.71,85.71
Male,1.7,82.66
Male,1.82,98.61
Male,1.72,78.74
Male,1.66,75.34
Male,1.76,95.47
Male,1.78,90.1
Male,1.67,72.25
Male,1.68,79.84
Male,1.69,75.16
Male,1.77,82.17
Male,1.75,83.09
Male,1.7,74.79
Male,1.75,83.19
Male,1.7,75.49
Male,1.62,72.09
Male,1.78,89.44
Male,1.84,93.24
Male,1.81,90.46
Male,1.68,81.31
Male,1.73,82.92
Male,1.76,90.87
Male,1.73,79.08
Male,1.83,98.91
Male,1.82,92.01
Male,1.87,101.89
Male,1.79,79.68
Male,1.84,98.76
Male,1.76,80.89
Male,1.77,93.12
Male,1.66,71.99
Male,1.76,93.81
Male,1.72,92.29
Male,1.73,83.22
Male,1.71,75.47
Male,1.8,82.57
Male,1.75,77.41
Male,1.81,91.87
Male,1.7,85.17
Male,1.66,71.26
Male,1.79,87.45
Male,1.73,82.38
Male,1.81,94.9
Male,1.64,76.56
Male,1.67,78.87
Male,1.73,75.53
Male,1.79,83.37
Male,1.86,101.93
Male,1.87,99.07
Male,1.83,96.95
Male,1.88,94.51
Male,1.89,96.71
Male,1.78,88.44
Male,1.82,87.71
Male,1.75,84.59
Male,1.71,79.93
Male,1.79,97.19
Male,1.7,69.5
Male,1.73,76.44
Male,1.77,79.31
Male,1.71,78.52
Male,1.77,85.97
Male,1.71,84.91
Male,1.72,81.22
Male,1.74,82.33
Male,1.75,87.28
Male,1.81,89.13
Male,1.78,81.84
Male,1.82,95.97
Male,1.65,73.54
Male,1.76,87.62
Male,1.69,83.8
Male,1.64,74.23
Male,1.72,84.6
Male,1.77,91.57
Male,1.7,82.92
Male,1.75,83.12
Male,1.76,91.74
Male,1.68,76.37
Male,1.79,96.36
Male,1.79,89.89
Male,1.62,69.97
Male,1.79,83.63
Male,1.85,101.97
Male,1.84,91.11
Male,1.6,65.67
Male,1.7,78.44
Male,2.0,111.46
Male,1.74,88.13
Male,1.65,67.74
Male,1.83,93.88
Male,1.73,86.35
Male,1.81,94.3
Male,1.79,91.15
Male,1.87,100.11
Male,1.62,72.25
Male,1.7,82.52
Male,1.79,84.31
Male,1.83,90.12
Male,1.84,95.42
Male,1.72,81.68
Male,1.79,87.32
Male,1.82,91.58
Male,1.72,80.45
Male,1.9,102.97
Male,1.72,91.83
Male,1.71,76.0
Male,1.86,98.62
Male,1.63,79.32
Male,1.86,96.32
Male,1.75,90.65
Male,1.79,92.49
Male,1.76,70.45
Male,1.78,87.4
Male,1.77,90.57
Male,1.81,93.27
Male,1.66,78.84
Male,1.7,85.35
Male,1.78,90.58
Male,1.76,87.26
Male,1.63,69.45
Male,1.81,89.03
Male,1.62,76.63
Male,1.76,97.34
Male,1.75,80.3
Male,1.76,82.6
Male,1.75,80.39
Male,1.73,80.1
Male,1.86,91.73
Male,1.78,91.27
Male,1.89,95.38
Male,1.83,99.02
Male,1.75,84.31
Male,1.83,94.28
Male,1.76,88.59
Male,1.6,70.05
Male,1.6,63.46
Male,1.72,89.78
Male,1.86,96.03
Male,1.69,83.12
Male,1.7,82.91
Male,1.68,80.44
